coord,weather,snow,rain,message,main,description,icon,base,main,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind,clouds,dt,sys,id,country,sunrise,sunset,timezone,id,name,cod
"{'lon': 134.6333, 'lat': 67.6333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,,"{'temp': 232.88, 'feels_like': 227.93, 'temp_min': 232.88, 'temp_max': 232.88, 'pressure': 1009, 'humidity': 77, 'sea_level': 1009, 'grnd_level': 980}",,,stations,"{'temp': 232.88, 'feels_like': 227.93, 'temp_min': 232.88, 'temp_max': 232.88, 'pressure': 1009, 'humidity': 77, 'sea_level': 1009, 'grnd_level': 980}",,,,,,10000,"{'speed': 1.42, 'deg': 107}",{'all': 78},1612323289,"{'country': 'RU', 'sunrise': 1612310858, 'sunset': 1612333370}",2027044,,,,36000,2027044,Batagay,200
"{'lon': -45.2371, 'lat': 60.1432}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 263.39, 'feels_like': 254.11, 'temp_min': 263.39, 'temp_max': 263.39, 'pressure': 1010, 'humidity': 84, 'sea_level': 1010, 'grnd_level': 1010}",,,stations,"{'temp': 263.39, 'feels_like': 254.11, 'temp_min': 263.39, 'temp_max': 263.39, 'pressure': 1010, 'humidity': 84, 'sea_level': 1010, 'grnd_level': 1010}",,,,,,10000,"{'speed': 8.7, 'deg': 329}",{'all': 0},1612323273,"{'country': 'GL', 'sunrise': 1612350619, 'sunset': 1612379954}",3421765,,,,-10800,3421765,Nanortalik,200
"{'lon': 91.3903, 'lat': 53.6039}","[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}]",,,,"{'temp': 254.15, 'feels_like': 248.43, 'temp_min': 254.15, 'temp_max': 254.15, 'pressure': 1023, 'humidity': 78}",,,stations,"{'temp': 254.15, 'feels_like': 248.43, 'temp_min': 254.15, 'temp_max': 254.15, 'pressure': 1023, 'humidity': 78}",,,,,,2200,"{'speed': 2.96, 'deg': 197}",{'all': 100},1612323687,"{'type': 1, 'id': 8942, 'country': 'RU', 'sunrise': 1612316212, 'sunset': 1612348774}",1510377,,,,25200,1510377,Belyy Yar,200
"{'lon': 73.0833, 'lat': -0.6}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,,"{'temp': 301.21, 'feels_like': 304.45, 'temp_min': 301.21, 'temp_max': 301.21, 'pressure': 1012, 'humidity': 68, 'sea_level': 1012, 'grnd_level': 1012}",,,stations,"{'temp': 301.21, 'feels_like': 304.45, 'temp_min': 301.21, 'temp_max': 301.21, 'pressure': 1012, 'humidity': 68, 'sea_level': 1012, 'grnd_level': 1012}",,,,,,10000,"{'speed': 1.78, 'deg': 14}",{'all': 25},1612323871,"{'country': 'MV', 'sunrise': 1612315037, 'sunset': 1612358738}",1282256,,,,18000,1282256,Hithadhoo,200
,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,404
"{'lon': 57.7575, 'lat': -20.3428}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,,"{'temp': 300.52, 'feels_like': 303.71, 'temp_min': 300.15, 'temp_max': 300.93, 'pressure': 1015, 'humidity': 78}",,,stations,"{'temp': 300.52, 'feels_like': 303.71, 'temp_min': 300.15, 'temp_max': 300.93, 'pressure': 1015, 'humidity': 78}",,,,,,10000,"{'speed': 3.09, 'deg': 110}",{'all': 40},1612323298,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1612317229, 'sunset': 1612363903}",1106677,,,,14400,1106677,Bambous Virieux,200
"{'lon': 27.9116, 'lat': -33.0153}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,,"{'temp': 292.15, 'feels_like': 293.07, 'temp_min': 292.15, 'temp_max': 292.15, 'pressure': 1011, 'humidity': 88}",,,stations,"{'temp': 292.15, 'feels_like': 293.07, 'temp_min': 292.15, 'temp_max': 292.15, 'pressure': 1011, 'humidity': 88}",,,,,,10000,"{'speed': 2.06, 'deg': 320}",{'all': 0},1612323285,"{'type': 1, 'id': 1912, 'country': 'ZA', 'sunrise': 1612323216, 'sunset': 1612372242}",1006984,,,,7200,1006984,East London,200
"{'lon': 147.0587, 'lat': -42.7826}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,,"{'temp': 293.83, 'feels_like': 291.78, 'temp_min': 293.15, 'temp_max': 295.37, 'pressure': 1016, 'humidity': 36}",,,stations,"{'temp': 293.83, 'feels_like': 291.78, 'temp_min': 293.15, 'temp_max': 295.37, 'pressure': 1016, 'humidity': 36}",,,,,,10000,"{'speed': 1.34, 'deg': 43, 'gust': 2.68}",{'all': 19},1612323272,"{'type': 3, 'id': 2031307, 'country': 'AU', 'sunrise': 1612293398, 'sunset': 1612344865}",2155415,,,,39600,2155415,New Norfolk,200
"{'lon': -12.505, 'lat': 7.5264}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,,"{'temp': 298.26, 'feels_like': 302.45, 'temp_min': 298.26, 'temp_max': 298.26, 'pressure': 1011, 'humidity': 91, 'sea_level': 1011, 'grnd_level': 1010}",,,stations,"{'temp': 298.26, 'feels_like': 302.45, 'temp_min': 298.26, 'temp_max': 298.26, 'pressure': 1011, 'humidity': 91, 'sea_level': 1011, 'grnd_level': 1010}",,,,,,10000,"{'speed': 1.94, 'deg': 290}",{'all': 27},1612323872,"{'country': 'SL', 'sunrise': 1612336157, 'sunset': 1612378703}",2409914,,,,0,2409914,Bonthe,200
"{'lon': -81.7826, 'lat': 24.5557}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,,"{'temp': 289.03, 'feels_like': 285.41, 'temp_min': 288.71, 'temp_max': 289.15, 'pressure': 1018, 'humidity': 67}",,,stations,"{'temp': 289.03, 'feels_like': 285.41, 'temp_min': 288.71, 'temp_max': 289.15, 'pressure': 1018, 'humidity': 67}",,,,,,10000,"{'speed': 5.14, 'deg': 320, 'gust': 10.29}",{'all': 20},1612323843,"{'type': 1, 'id': 4033, 'country': 'US', 'sunrise': 1612267709, 'sunset': 1612307592}",4160812,,,,-18000,4160812,Key West,200
"{'lon': -97.0584, 'lat': 36.1156}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 280.91, 'feels_like': 275.16, 'temp_min': 278.15, 'temp_max': 282.15, 'pressure': 1019, 'humidity': 43}",,,stations,"{'temp': 280.91, 'feels_like': 275.16, 'temp_min': 278.15, 'temp_max': 282.15, 'pressure': 1019, 'humidity': 43}",,,,,,10000,"{'speed': 4.63, 'deg': 160}",{'all': 1},1612323872,"{'type': 1, 'id': 5949, 'country': 'US', 'sunrise': 1612272483, 'sunset': 1612310151}",4552215,,,,-21600,4552215,Stillwater,200
"{'lon': 115.2417, 'lat': 5.2767}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,,"{'temp': 301.04, 'feels_like': 303.44, 'temp_min': 300.93, 'temp_max': 301.15, 'pressure': 1011, 'humidity': 78}",,,stations,"{'temp': 301.04, 'feels_like': 303.44, 'temp_min': 300.93, 'temp_max': 301.15, 'pressure': 1011, 'humidity': 78}",,,,,,10000,"{'speed': 4.63, 'deg': 320}",{'all': 20},1612323872,"{'type': 1, 'id': 9372, 'country': 'MY', 'sunrise': 1612305337, 'sunset': 1612348200}",1733782,,,,28800,1733782,Labuan,200
"{'lon': -74.8492, 'lat': 49.7834}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 262.15, 'feels_like': 254.88, 'temp_min': 262.15, 'temp_max': 262.15, 'pressure': 1015, 'humidity': 79}",,,stations,"{'temp': 262.15, 'feels_like': 254.88, 'temp_min': 262.15, 'temp_max': 262.15, 'pressure': 1015, 'humidity': 79}",,,,,,10000,"{'speed': 5.66, 'deg': 360}",{'all': 1},1612323872,"{'type': 1, 'id': 859, 'country': 'CA', 'sunrise': 1612269028, 'sunset': 1612302945}",5919850,,,,-18000,5919850,Chapais,200
,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,404
"{'lon': -64.9, 'lat': -14.8333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,,"{'temp': 296.5, 'feels_like': 300.38, 'temp_min': 296.5, 'temp_max': 296.5, 'pressure': 1010, 'humidity': 96, 'sea_level': 1010, 'grnd_level': 992}",,,stations,"{'temp': 296.5, 'feels_like': 300.38, 'temp_min': 296.5, 'temp_max': 296.5, 'pressure': 1010, 'humidity': 96, 'sea_level': 1010, 'grnd_level': 992}",,,,,,10000,"{'speed': 1.69, 'deg': 9}",{'all': 83},1612323736,"{'country': 'BO', 'sunrise': 1612260689, 'sunset': 1612306508}",3902377,,,,-14400,3902377,La Santisima Trinidad,200
"{'lon': -73.65, 'lat': -37.6167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 287.02, 'feels_like': 283.96, 'temp_min': 287.02, 'temp_max': 287.02, 'pressure': 1015, 'humidity': 87, 'sea_level': 1015, 'grnd_level': 1012}",,,stations,"{'temp': 287.02, 'feels_like': 283.96, 'temp_min': 287.02, 'temp_max': 287.02, 'pressure': 1015, 'humidity': 87, 'sea_level': 1015, 'grnd_level': 1012}",,,,,,10000,"{'speed': 5.14, 'deg': 180}",{'all': 0},1612323272,"{'country': 'CL', 'sunrise': 1612347091, 'sunset': 1612397121}",3883457,,,,-10800,3883457,Lebu,200
"{'lon': 149.55, 'lat': -6.2167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,,,"{'temp': 303.26, 'feels_like': 302.65, 'temp_min': 303.26, 'temp_max': 303.26, 'pressure': 1004, 'humidity': 64, 'sea_level': 1004, 'grnd_level': 1004}",,,stations,"{'temp': 303.26, 'feels_like': 302.65, 'temp_min': 303.26, 'temp_max': 303.26, 'pressure': 1004, 'humidity': 64, 'sea_level': 1004, 'grnd_level': 1004}",,,,,,10000,"{'speed': 8, 'deg': 342}",{'all': 100},1612323307,"{'country': 'PG', 'sunrise': 1612296278, 'sunset': 1612340789}",2094746,,,,36000,2094746,Kandrian,200
"{'lon': 44.4009, 'lat': 33.3406}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 279.15, 'feels_like': 276.74, 'temp_min': 279.15, 'temp_max': 279.15, 'pressure': 1021, 'humidity': 75}",,,stations,"{'temp': 279.15, 'feels_like': 276.74, 'temp_min': 279.15, 'temp_max': 279.15, 'pressure': 1021, 'humidity': 75}",,,,,,10000,"{'speed': 1.03, 'deg': 330}",{'all': 0},1612323579,"{'type': 1, 'id': 7597, 'country': 'IQ', 'sunrise': 1612324614, 'sunset': 1612362929}",98182,,,,10800,98182,Baghdad,200
"{'lon': -82.5271, 'lat': 33.194}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 276.92, 'feels_like': 269.07, 'temp_min': 276.48, 'temp_max': 277.15, 'pressure': 1014, 'humidity': 45}",,,stations,"{'temp': 276.92, 'feels_like': 269.07, 'temp_min': 276.48, 'temp_max': 277.15, 'pressure': 1014, 'humidity': 45}",,,,,,10000,"{'speed': 7.2, 'deg': 300, 'gust': 8.75}",{'all': 1},1612323284,"{'type': 1, 'id': 2827, 'country': 'US', 'sunrise': 1612268690, 'sunset': 1612306969}",4231997,,,,-18000,4231997,Avera,200
"{'lon': -7.45, 'lat': 54.1}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 280.93, 'feels_like': 277.87, 'temp_min': 280.93, 'temp_max': 280.93, 'pressure': 985, 'humidity': 90}",,,stations,"{'temp': 280.93, 'feels_like': 277.87, 'temp_min': 280.93, 'temp_max': 280.93, 'pressure': 985, 'humidity': 90}",,,,,,10000,"{'speed': 3.13, 'deg': 220, 'gust': 4.47}",{'all': 100},1612323872,"{'type': 3, 'id': 2010234, 'country': 'IE', 'sunrise': 1612340009, 'sunset': 1612372424}",2966201,,,,0,2966201,Belturbet,200
"{'lon': 114.6, 'lat': -28.7667}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,,"{'temp': 303.15, 'feels_like': 300.09, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1005, 'humidity': 48}",,,stations,"{'temp': 303.15, 'feels_like': 300.09, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1005, 'humidity': 48}",,,,,,10000,"{'speed': 8.23, 'deg': 160}",{'all': 40},1612323299,"{'type': 1, 'id': 9522, 'country': 'AU', 'sunrise': 1612302828, 'sunset': 1612351017}",2070998,,,,28800,2070998,Geraldton,200
"{'lon': 135.8667, 'lat': -34.7333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,,"{'temp': 294.81, 'feels_like': 292.54, 'temp_min': 294.81, 'temp_max': 294.81, 'pressure': 1011, 'humidity': 56, 'sea_level': 1011, 'grnd_level': 1008}",,,stations,"{'temp': 294.81, 'feels_like': 292.54, 'temp_min': 294.81, 'temp_max': 294.81, 'pressure': 1011, 'humidity': 56, 'sea_level': 1011, 'grnd_level': 1008}",,,,,,10000,"{'speed': 4.35, 'deg': 79}",{'all': 78},1612323274,"{'country': 'AU', 'sunrise': 1612297102, 'sunset': 1612346534}",2063036,,,,37800,2063036,Port Lincoln,200
"{'lon': 12.3889, 'lat': 55.3097}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 271.45, 'feels_like': 268.03, 'temp_min': 271.15, 'temp_max': 272.04, 'pressure': 1004, 'humidity': 93}",,,stations,"{'temp': 271.45, 'feels_like': 268.03, 'temp_min': 271.15, 'temp_max': 272.04, 'pressure': 1004, 'humidity': 93}",,,,,,5000,"{'speed': 1.54, 'deg': 60}",{'all': 90},1612323872,"{'type': 1, 'id': 1588, 'country': 'DK', 'sunrise': 1612335522, 'sunset': 1612367388}",2612411,,,,3600,2612411,Store Heddinge,200
"{'lon': -97.5169, 'lat': 28.017}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 285.87, 'feels_like': 283.19, 'temp_min': 285.15, 'temp_max': 287.15, 'pressure': 1020, 'humidity': 72}",,,stations,"{'temp': 285.87, 'feels_like': 283.19, 'temp_min': 285.15, 'temp_max': 287.15, 'pressure': 1020, 'humidity': 72}",,,,,,10000,"{'speed': 3.09, 'deg': 140}",{'all': 1},1612323289,"{'type': 1, 'id': 5629, 'country': 'US', 'sunrise': 1612271790, 'sunset': 1612311065}",4726521,,,,-21600,4726521,San Patricio,200
"{'lon': -39.2481, 'lat': -17.7125}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 296.95, 'feels_like': 300.04, 'temp_min': 296.95, 'temp_max': 296.95, 'pressure': 1015, 'humidity': 89, 'sea_level': 1015, 'grnd_level': 1014}",,,stations,"{'temp': 296.95, 'feels_like': 300.04, 'temp_min': 296.95, 'temp_max': 296.95, 'pressure': 1015, 'humidity': 89, 'sea_level': 1015, 'grnd_level': 1014}",,,,,,10000,"{'speed': 2.2, 'deg': 20}",{'all': 100},1612323294,"{'country': 'BR', 'sunrise': 1612340733, 'sunset': 1612386965}",3466980,,,,-10800,3466980,Caravelas,200
"{'lon': 140.8333, 'lat': 35.7333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,,"{'temp': 283.52, 'feels_like': 276.53, 'temp_min': 283.15, 'temp_max': 284.15, 'pressure': 1014, 'humidity': 32}",,,stations,"{'temp': 283.52, 'feels_like': 276.53, 'temp_min': 283.15, 'temp_max': 284.15, 'pressure': 1014, 'humidity': 32}",,,,,,10000,"{'speed': 6.17, 'deg': 310}",{'all': 20},1612323298,"{'type': 1, 'id': 7955, 'country': 'JP', 'sunrise': 1612301731, 'sunset': 1612339520}",2112802,,,,32400,2112802,Hasaki,200
"{'lon': 47.2041, 'lat': 53.1257}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 266.28, 'feels_like': 261.22, 'temp_min': 266.28, 'temp_max': 266.28, 'pressure': 1020, 'humidity': 95, 'sea_level': 1020, 'grnd_level': 1003}",,,stations,"{'temp': 266.28, 'feels_like': 261.22, 'temp_min': 266.28, 'temp_max': 266.28, 'pressure': 1020, 'humidity': 95, 'sea_level': 1020, 'grnd_level': 1003}",,,,,,10000,"{'speed': 3.15, 'deg': 83}",{'all': 89},1612323873,"{'country': 'RU', 'sunrise': 1612326705, 'sunset': 1612359492}",521966,,,,14400,521966,Nikolayevka,200
"{'lon': -42.0278, 'lat': -22.9661}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,,"{'temp': 297.41, 'feels_like': 294.91, 'temp_min': 297.41, 'temp_max': 297.41, 'pressure': 1014, 'humidity': 88, 'sea_level': 1014, 'grnd_level': 1012}",,,stations,"{'temp': 297.41, 'feels_like': 294.91, 'temp_min': 297.41, 'temp_max': 297.41, 'pressure': 1014, 'humidity': 88, 'sea_level': 1014, 'grnd_level': 1012}",,,,,,10000,"{'speed': 10.4, 'deg': 41}",{'all': 23},1612323873,"{'country': 'BR', 'sunrise': 1612340966, 'sunset': 1612388066}",3471451,,,,-10800,3471451,Arraial do Cabo,200
"{'lon': -59.5167, 'lat': 13.2167}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,,"{'temp': 299.15, 'feels_like': 295.94, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1014, 'humidity': 69}",,,stations,"{'temp': 299.15, 'feels_like': 295.94, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1014, 'humidity': 69}",,,,,,10000,"{'speed': 9.77, 'deg': 100}",{'all': 75},1612322998,"{'type': 1, 'id': 8772, 'country': 'BB', 'sunrise': 1612261462, 'sunset': 1612303151}",3374083,,,,-14400,3374083,Bathsheba,200
"{'lon': -52.7314, 'lat': 47.6666}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 270.54, 'feels_like': 263.29, 'temp_min': 269.82, 'temp_max': 271.48, 'pressure': 1029, 'humidity': 86}",,,stations,"{'temp': 270.54, 'feels_like': 263.29, 'temp_min': 269.82, 'temp_max': 271.48, 'pressure': 1029, 'humidity': 86}",,,,,,10000,"{'speed': 6.69, 'deg': 130, 'gust': 9.77}",{'all': 90},1612323290,"{'type': 1, 'id': 998, 'country': 'CA', 'sunrise': 1612349689, 'sunset': 1612384482}",6167817,,,,-12600,6167817,Torbay,200
"{'lon': -156.47, 'lat': 20.8947}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,,"{'temp': 297.17, 'feels_like': 296.25, 'temp_min': 294.82, 'temp_max': 299.15, 'pressure': 1013, 'humidity': 57}",,,stations,"{'temp': 297.17, 'feels_like': 296.25, 'temp_min': 294.82, 'temp_max': 299.15, 'pressure': 1013, 'humidity': 57}",,,,,,10000,"{'speed': 3.6, 'deg': 30}",{'all': 40},1612323755,"{'type': 1, 'id': 7879, 'country': 'US', 'sunrise': 1612285324, 'sunset': 1612325830}",5847411,,,,-36000,5847411,Kahului,200
"{'lon': 60.4153, 'lat': 60.8697}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 258.65, 'feels_like': 253.78, 'temp_min': 258.65, 'temp_max': 258.65, 'pressure': 1011, 'humidity': 94, 'sea_level': 1011, 'grnd_level': 982}",,,stations,"{'temp': 258.65, 'feels_like': 253.78, 'temp_min': 258.65, 'temp_max': 258.65, 'pressure': 1011, 'humidity': 94, 'sea_level': 1011, 'grnd_level': 982}",,,,,,10000,"{'speed': 2.13, 'deg': 229}",{'all': 99},1612323873,"{'country': 'RU', 'sunrise': 1612325540, 'sunset': 1612354316}",1494482,,,,18000,1494482,Polunochnoye,200
"{'lon': 114.8794, 'lat': 40.81}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,,"{'temp': 267.66, 'feels_like': 259.46, 'temp_min': 267.66, 'temp_max': 267.66, 'pressure': 1028, 'humidity': 68, 'sea_level': 1028, 'grnd_level': 934}",,,stations,"{'temp': 267.66, 'feels_like': 259.46, 'temp_min': 267.66, 'temp_max': 267.66, 'pressure': 1028, 'humidity': 68, 'sea_level': 1028, 'grnd_level': 934}",,,,,,10000,"{'speed': 7.3, 'deg': 319}",{'all': 20},1612323873,"{'country': 'CN', 'sunrise': 1612308541, 'sunset': 1612345170}",2033196,,,,28800,2033196,Zhangjiakou,200
"{'lon': 130.9889, 'lat': -25.2406}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,,"{'temp': 308.15, 'feels_like': 303.51, 'temp_min': 308.15, 'temp_max': 308.15, 'pressure': 1007, 'humidity': 16}",,,stations,"{'temp': 308.15, 'feels_like': 303.51, 'temp_min': 308.15, 'temp_max': 308.15, 'pressure': 1007, 'humidity': 16}",,,,,,10000,"{'speed': 5.14, 'deg': 10}",{'all': 23},1612323279,"{'type': 1, 'id': 9487, 'country': 'AU', 'sunrise': 1612299222, 'sunset': 1612346756}",6355222,,,,34200,6355222,Yulara,200
"{'lon': -90.4801, 'lat': 30.0666}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 279.18, 'feels_like': 275.24, 'temp_min': 278.71, 'temp_max': 280.37, 'pressure': 1023, 'humidity': 73}",,,stations,"{'temp': 279.18, 'feels_like': 275.24, 'temp_min': 278.71, 'temp_max': 280.37, 'pressure': 1023, 'humidity': 73}",,,,,,10000,"{'speed': 3.13, 'deg': 350}",{'all': 1},1612323873,"{'type': 1, 'id': 3315, 'country': 'US', 'sunrise': 1612270292, 'sunset': 1612309185}",4330525,,,,-21600,4330525,Laplace,200
"{'lon': 104.4167, 'lat': 17.3333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,,"{'temp': 297.66, 'feels_like': 295.43, 'temp_min': 297.15, 'temp_max': 298.15, 'pressure': 1018, 'humidity': 53}",,,stations,"{'temp': 297.66, 'feels_like': 295.43, 'temp_min': 297.15, 'temp_max': 298.15, 'pressure': 1018, 'humidity': 53}",,,,,,10000,"{'speed': 5.14, 'deg': 120}",{'all': 0},1612323873,"{'type': 1, 'id': 9297, 'country': 'TH', 'sunrise': 1612308825, 'sunset': 1612349908}",1608530,,,,25200,1608530,Nakhon Phanom,200
"{'lon': -56.0861, 'lat': -9.8756}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 298.15, 'feels_like': 303.85, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1013, 'humidity': 100}",,,stations,"{'temp': 298.15, 'feels_like': 303.85, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1013, 'humidity': 100}",,,,,,10000,"{'speed': 1.03, 'deg': 280}",{'all': 0},1612323287,"{'type': 1, 'id': 8308, 'country': 'BR', 'sunrise': 1612258953, 'sunset': 1612304013}",6316343,,,,-14400,6316343,Alta Floresta,200
,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,404
"{'lon': 52.1167, 'lat': 44.1667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 277.28, 'feels_like': 270.52, 'temp_min': 277.28, 'temp_max': 277.28, 'pressure': 1020, 'humidity': 74, 'sea_level': 1020, 'grnd_level': 995}",,,stations,"{'temp': 277.28, 'feels_like': 270.52, 'temp_min': 277.28, 'temp_max': 277.28, 'pressure': 1020, 'humidity': 74, 'sea_level': 1020, 'grnd_level': 995}",,,,,,10000,"{'speed': 6.81, 'deg': 163}",{'all': 98},1612323874,"{'country': 'KZ', 'sunrise': 1612324032, 'sunset': 1612359808}",608324,,,,18000,608324,Shetpe,200
"{'lon': 66.4042, 'lat': 51.9556}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,,,"{'temp': 273.94, 'feels_like': 266.28, 'temp_min': 273.94, 'temp_max': 273.94, 'pressure': 1022, 'humidity': 94, 'sea_level': 1022, 'grnd_level': 995}",,,stations,"{'temp': 273.94, 'feels_like': 266.28, 'temp_min': 273.94, 'temp_max': 273.94, 'pressure': 1022, 'humidity': 94, 'sea_level': 1022, 'grnd_level': 995}",,,,,,10000,"{'speed': 8.1, 'deg': 233}",{'all': 100},1612323874,"{'country': 'KZ', 'sunrise': 1612321871, 'sunset': 1612355110}",1524296,,,,21600,1524296,Esil,200
"{'lon': -57.7528, 'lat': -6.2222}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 296.27, 'feels_like': 300.73, 'temp_min': 296.27, 'temp_max': 296.27, 'pressure': 1011, 'humidity': 96, 'sea_level': 1011, 'grnd_level': 1002}",,,stations,"{'temp': 296.27, 'feels_like': 300.73, 'temp_min': 296.27, 'temp_max': 296.27, 'pressure': 1011, 'humidity': 96, 'sea_level': 1011, 'grnd_level': 1002}",,,,,,10000,"{'speed': 0.69, 'deg': 7}",{'all': 99},1612323874,"{'country': 'BR', 'sunrise': 1612346040, 'sunset': 1612390541}",3397763,,,,-10800,3397763,Jacareacanga,200
"{'lon': -71.3436, 'lat': -29.9533}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 288.15, 'feels_like': 286.96, 'temp_min': 288.15, 'temp_max': 288.15, 'pressure': 1013, 'humidity': 82}",,,stations,"{'temp': 288.15, 'feels_like': 286.96, 'temp_min': 288.15, 'temp_max': 288.15, 'pressure': 1013, 'humidity': 82}",,,,,,10000,"{'speed': 2.57, 'deg': 100}",{'all': 0},1612323112,"{'type': 1, 'id': 8514, 'country': 'CL', 'sunrise': 1612347365, 'sunset': 1612395740}",3893629,,,,-10800,3893629,Coquimbo,200
"{'lon': -113.5841, 'lat': 37.1041}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 286.08, 'feels_like': 283.85, 'temp_min': 284.82, 'temp_max': 287.59, 'pressure': 1018, 'humidity': 58}",,,stations,"{'temp': 286.08, 'feels_like': 283.85, 'temp_min': 284.82, 'temp_max': 287.59, 'pressure': 1018, 'humidity': 58}",,,,,,10000,"{'speed': 1.54, 'deg': 130}",{'all': 1},1612323286,"{'type': 1, 'id': 5832, 'country': 'US', 'sunrise': 1612276556, 'sunset': 1612314011}",5546220,,,,-25200,5546220,Saint George,200
"{'lon': -109.9124, 'lat': 22.8909}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,,"{'temp': 293.71, 'feels_like': 293.69, 'temp_min': 293.15, 'temp_max': 294.15, 'pressure': 1016, 'humidity': 68}",,,stations,"{'temp': 293.71, 'feels_like': 293.69, 'temp_min': 293.15, 'temp_max': 294.15, 'pressure': 1016, 'humidity': 68}",,,,,,10000,"{'speed': 2.06, 'deg': 350}",{'all': 40},1612323285,"{'type': 1, 'id': 7151, 'country': 'MX', 'sunrise': 1612274318, 'sunset': 1612314487}",3985710,,,,-25200,3985710,Cabo San Lucas,200
